,title,content,date
10,"
Top of the pack!
","

  This is my first build with Intel, I have usually been and AMD guy.  I went from the ground up on this new build, my old machine had 5-10 year old component's and my newer games were struggling. I paired this with a ASUS gaming mobo of mid-price range and all I can say is I am blown away by the performance increase.  It is expensive, but I should be all set now for a long while. I can actually, for the first time, run everything maxed out and it looks great and smooth.  I do not overclock so I cannot say how that would work, but out of the box at 4GHz, it is a screamer!

","Reviewed in the United States on March 17, 2019"
11,"
great price and performance
","

  had it for over 2years now in my desktop and it's fast and hadn't caused any problem.I do all sorts of things from gaming, photoshop to adobe premiere editing.(I guess for heavy loads of video editing (with lots of filters and effects), you could go for more higher end / better performance cpus out there.)I think this is a perfect cpu for any pc enthusiasts that game and edit photos, videos.

","Reviewed in the United States on May 29, 2019"
12,"
4.8Ghz out-of-the box, just install it with any Z170 Motherboard
","

  Whoa.  4.8Ghz out of the box?  Yep.  With literally one setting in the BIOS of the 

Gigabyte LGA1151 Intel Z170 2-Way SLI ATX DDR4 Motherboards GA-Z170X-Gaming 7

   .  No need to guess if you've hit the CPU lottery or not.  It overclocked out of the box, literally one setting, 2 seconds of work, and I have a near 5Ghz system.  More tweaking and this could substantially be even faster, but I'm happy with 4.8Ghz , 32 centigrade.  A+ Intel, great job on this one.  For buyers out there, even if you don't plan on overclocking right away (though you wouldn't probably be looking here if you weren't) make sure at least you get an Z170 motherboard from any manufacturer.  That's the Intel Chipset that lets you go way wild with getting the maximum amount of torque from these i7s.Note: I did buy a watercooler ( 

Corsair Hydro Series H115i Extreme Performance Liquid CPU Cooler , Black

   ) for the CPU.  That does help, and it's not difficult to install at all.. if you are deciding between using a fan and a watercooler, I would go for the watercooler simply because you have a lot more benefit that you can get out of this CPU without having to worry about heat throttling.  Again, they are easy to install, and I'm impatient so I'm not one to mess with a lot of ""extras"" on an install, so they are well worth it.

","Reviewed in the United States on January 26, 2017"
13,"
Graceful, powerful, energy efficent
","

  I'm going to keep this short. I. Love. This. Processor.I just upgraded from an AMD FX-8320, I nearly cried tears of joy when I started using this.It stays so cool thanks to my NZXT Kraken x61, but even without that I doubt this would get anywhere near, and I mean, ANYWHERE near as hot as my old processor would get. And not to mention how many bodies of water this blows it out of. AMD processors are good for multitasking because of how many cores it has. But that's pretty much all it has going for it. Intel's CPUs are far more powerful because they're focused on making what cores it has, powerful.

","Reviewed in the United States on May 15, 2018"
14,"
3770K upgrade to a 6700K
","

  This processor is amazing right out of the box. I have it currently at factory default and under a custom watercooling loop on a Asus MAXIMUS VIII GENE. It idles at 28C-30C and doesn't go over 45C-50C on load (gets slightly higher because the room gets hot from the summer heat). Compared to the 3770K I had at 4.5ghz, this doesn't really need any overclocking for it to perform well.

","Reviewed in the United States on November 24, 2016"
15,"
A Great Reliable CPU
","

  This was the CPU I got for my very first built system about two years ago.  What can I say, is really reliable and I had zero problems with it on my Gigabyte MB.  it does what is supposed to do.  At this point in time this CPU is a bit over priced though.  By the way, I never over clocked this CPU so I should have got the non K version.

","Reviewed in the United States on July 21, 2016"
16,"
Huge waste of money and time, got a counterfeit CPU.
","

  The one I received (left) isn't aligned correctly to the arrow in the corner compared to an official Intel CPU of the same specs (right). Couldn't even get a refund on this because we wasted too much time trying it on different motherboards... It even made us bend some of the pins in one of them, which also costed me more money on returning that motherboard.Never got an answer from the seller (Ideabuy) on this either. Not happy at all about this.

","Reviewed in the United States on July 23, 2016"
17,"
from AMD 8350 to Skylake - YES - this chipset is a force to be reckoned with
","

  I have used AMD and Intel chips for years. I buy based on price and spec needs. I decided to take the plunge and go SKYLAKE.  I AM NOT DISAPPOINTED. TTL on post screen is 8 seconds! I hover at 21C with a CoolerMaster EVO (I use the same cooler for my AMD 8350 rig and it never goes over 55C under heavy loads -EVER).Gigabyte - UD3 Z190 mobo16gb DD4 Kingston 3200EVGA 980GTXEVGA 670GTX (physics)Samsung EVO 850 256 (OS)Samsung EVO 850 500 (files)Corsair MX200 256 (files)Cosair 750w PSUCoolerMaster HAF 932 Tower (She is a pretty BEAST)

","Reviewed in the United States on November 3, 2020"
18,"
A swift Master.
","

  If you really want something overpowered in your PC, get this cpu it gets the job done no sweat. It is very easy to overclock though it works great in its base clock speed. This cpu usage normally stays below 50% even in high demanding applications, meaning it is performing flawless. Only thing i advise, if you're going to overclock i'd recommend a liquid cooler, Heatsinks don't do great job cooling when going for high clock rates and temperatures often spike high between low, so go for liquid cooling, besides you'll have more space in your case for applying fans on side panel of case for example.

","Reviewed in the United States on July 12, 2019"
19,"
Another Obvious Winner from Intel
","

  Frightening how well this works. I upgraded from another i7 that was working well enough that it powers my server, but this one went into the gaming rig. If you are reading the review on this instead of just buying it, then you're probably just doing the ""planning ahead before I buy"" like I usually do. Great. Plan on this one. And definitely water-cool. But you probably already knew that (I hope).

","Reviewed in the United States on February 28, 2016"
20,"
Great processor for moderate development and gaming
","

  This is a great processor. I am a Software Engineer, but I also like to game on my free time, and this processor handles both at a 13% overclock with only a CoolerMaster Hyper 212 Evo to cool it and never getting temps higher than 70 C. (You will obviously need a better cooling solution at higher clock speeds, though I don't feel I need any higher of a clock speed as I have plenty of power atm).This is NOT, however, a good buy for a builder who is just looking to game, in my opinion. The i5 6600K is a great processor, and for even high end gaming, you'd be hard pressed to tell the difference between the two as a majority of modern games are mainly GPU intensive. The i5 is not only over $100 cheaper, but its in stock more often. But that's just the opinion of a software engineer, so take it as you will.Overall, I love it and it was worth every penny.

","Reviewed in the United States on March 17, 2019"
21,"
Nice processor!
","

  It's a great processor.  Overclocks well with relatively low temps using a corsair H115i water cooler.  I stuck it in a gaming PC with a GTX 1080.  4K gaming is no problem with exceptional FPS.  The GPU is doing the real work of course, and 6700K is a little overkill for gaming purposes... =P.  But, it gets the job done in style and without breaking a sweat!  The price is fairly reasonable too, so why not.  And, you just never know when you may need to do the odd job that requires some processor muscle.  So it's nice to know it's there when you need it.

","Reviewed in the United States on May 29, 2019"
22,"
Impressive
","

  Well worth it.  Runs very fast.  Quite pleased with it.  Just remember that this doesn't come with its own fan or cooler.  I use a Corsair H60 on mine, and it keeps my CPU pretty cool.  You can purchase an H60 right here on Amazon for just $60.

","Reviewed in the United States on December 28, 2016"
23,"
Worked great, remember the extra cpu power cable to the motherboard ""_
","

  Worked great out of the package, booted up great, (well technically i had a heart attack when it didn't boot but then remembered the CPU power cable to the motherboard, always forget the extra cable to the motherboard for some reason)Beyond that its been running great, haven't overclocked yet waiting for my water cooler to break in and set properly before i try anything fancy.

","Reviewed in the United States on November 3, 2016"
24,"
Upgrade Son's game machine
","

  Upgraded my son's Asus game computer with this new i7chip. Upgraded bios first, installed chip and everything worked. Son is very happy. Shopped around and got the best price here at Amazon.  What can you say about Itel chips? They are the best in the business. I've worked IT since 1996 and have never had an Itel processor fail.

","Reviewed in the United States on June 5, 2016"
25,"
Good chip, high price.
","

  I don’t feel like this dated processor should’ve been as expensive as it is. I bought a brand new AMD Ryzen for $150. I had to pay the high price bc I needed it for a MOBO in an older Alienware X51 to upgrade from a horrid dual core I3. It worked, but dang it was an expensive piece.

","Reviewed in the United States on November 29, 2016"
26,"
Intel i7-6700K - All Around Amazing Processor
","

  The Intel i7-6700K CPU/Processor is the best CPU I've ever used. Coming from the AMD line of processors there was a massive leap in performance and price! I think the price of this Intel CPU is well justified with the performance I have received from it. It doesn't run hot even when under load and turbo boosts normally to 4.2 GHz automatically as well. I would recommend this processor to anyone​ who is a PC gaming enthusiast, like me, or a tech savvy prosumer.

","Reviewed in the United States on December 18, 2018"
27,"
Flawless performance!
","

  I love this processor! It's soooo fast and I had no problem installing it myself. My computer is faster than I ever could've imagined. It never gets too hot and I haven't had a single blue screen crash. I've had this installed for over 6 months now. I will definitely consider Intel Cores for my next upgrade first.

","Reviewed in the United States on February 2, 2020"
28,"
Didn't work, auto-reboot after 10 seconds
","

  I bought two different motherboards because I couldn't believe a brand new processor would be bad, but here we are.  After installing the PC would start up, no POST, no BIOS, and then restart after 10 seconds.  No clear error lights / codes.  After two mothers, I decided to try a different processor and it worked fine with a different one.  I don't know what this 'unlocked' model is supposed to do, but it sucks.

","Reviewed in the United States on July 11, 2016"
29,"
I will say that a basic heat sink works just fine. I use a CoolerMaster 212 and it's a ...
","

  It's a boss processor. I can't really say much more about it. Unless you want a Xeon, this is about at the top of the game. I will say that a basic heat sink works just fine. I use a CoolerMaster 212 and it's a sweet and quiet setup.

","Reviewed in the United States on May 26, 2017"
30,"
<3 Props goes to the engineers, programmers, and ...
","

  <3 Props goes to the engineers, programmers, and the actually manufacturers in the world and in existence for this marvel of technology. As for the marketing team, they can all rot in Hades domain.

","Reviewed in the United States on March 17, 2019"
31,"
I7-heaven.... Take that audio & video encoding!
","

  Smoldering!!!  I have mine gently overclocked to 4.9 but I'm sure I could easily push it over to 5.0 to 5.4 but I just don't want to wear it out any faster then I already will be.  I also have 64GB ddr4 ram clocked @ 3401mhz.  This system is balls to the walls fast!  1TB Solid state drive and waiting on my Asus GTX 1080 Strix 08G OC graphics card and I'll be set for all my future needs, from dual 4K monitors and VR all at the same time. All begins with this sweet processor.  Can't wait till the 14nm and smaller are available and cheap.  I can't imagine how slick it will be then.

","Reviewed in the United States on May 29, 2019"
32,"
Processors process processes.
","

  Products arrived in tact, without damage and works right out of the box without issue. Great job shipping and the product is excellent. Thank you!

","Reviewed in the United States on June 7, 2017"
33,"
Older processor, incompatible with most new motherboards
","

  This is a fairly old processor and doesn’t work on most newer motherboards. The “6” in “6700” stands for 6th gen and the current generation is 9, with many motherboards working only with 8th and 9th gen processors.People who bought it and said it didn’t work probably had a mismatch with their motherboards. It doesn’t boot in those cases.The 3-star review is because it is old and I don’t see warnings to check if this processor is compatible with your system.

","Reviewed in the United States on August 24, 2016"
34,"
Still one of the top CPU's
","

  Can be overclocked to 4.7GHZ with closed loop CPU cooler not sure if it can get better with custom liquid cooling option but i intend to see that out.Edit: Now that the 7700k is out it's better to get that one instead just no need to upgrade to 7700k if you have this CPU already.

","Reviewed in the United States on April 25, 2017"
35,"
Never buy from an Unauthorized Re-seller!
","

  This processor does an amazing job at rendering and gaming, I never Intend to overclock it, but I'm tempted to do so. If you were to purchase this product, purchase it DIRECTLY FROM AMAZON. Do not buy it from a person who has a random name or else Intel wont cover the warranty for replacements. I rate this a 5 star, however I'd rate the seller a 2 star.

","Reviewed in the United States on January 14, 2020"
36,"
Finally upgraded from a 2600K and the performance is great. Unfortunately these do not overclock to anywhere near ...
","

  Finally upgraded from a 2600K and the performance is great. Unfortunately these do not overclock to anywhere near the speeds of the 2600K Sandy Bridge chips but they are still much faster and you get all of the benefits of the new chipsets. More and more programs are becoming multi threaded so I would recommend this over the 6600K.

","Reviewed in the United States on October 17, 2017"
37,"
Great Product
","

  I'm late in providing this review... this thing is almost obsolete at this point. But, I am still using it years later and find it's quite adequate for 2k gaming, even today.

","Reviewed in the United States on February 25, 2017"
38,"
I couldn't recommend the 6700K enough! LOVE IT!
","

  The 6700K is a fantastic new processor from Intel. I absolutely love this beast. Install is a breeze for anyone with any computer building experience. Thankfully Intel quit shipping these with the junk stock coolers, so remember you need to buy one. I recommend and All-In-One liquid cooler. I have the Corsair H110i GTX RGB on mine and it runs cool at all times while making minimal noise.

","Reviewed in the United States on November 28, 2016"
39,"
Quality CPU as expected from Intel.
","

  Great CPU as expected from intel.  I upgraded from a i7 3700K.  I did some mild over clocking and have it running at 4.2 ghz.  Very stable and fast.  I plan on over clocking it to 4.5 ghz in a year or so.  I have it paired with a Gigabyte Z170X-Gaming GT Motherboard, 16GB of DDR4 3200 G Skill RAM and a corsair h100 cpu cooler.  I know it may be a little overkill for now, but I like to future proof.  Just make sure you upgrade the firmware/bios of your motherboard in order to get the most out of this chip.

","Reviewed in the United States on June 23, 2019"
40,"
Amazing processor.
","

  I came to this from an EVGA SR-2 system (dual Xeon 1366 board)I was expecting a downgrade in most respects, but that is not what I got.Note the below screenshot. Cinebench is a benchmarking software that is relatively popular among enthusiasts. Higher scores are better.The first entry is the final form of my EVGA SR-2 build, with two Xeon X5650 processors overclocked to 3.51 GHZ.#2 is the two X5650's at stock. (total 12 physical cores, 24 threads)#5 is the previous iteration of my EVGA SR-2 build, before I upgraded to X5650s. These are lower end E5620's, only 4 cores instead of 6. (for a total of 8 physical cores and 16 threads)These were also overclocked to ~3.5 GHZ#6 is this processor, the 6700k, overclocked to ~4.6 GHZ (voltage not finalized, still tweaking)#7 is one Xeon X5650 (6 cores 12 threads) overclocked to 3.9 GHZ.#8 is this processor, the 6700k, at stock.Note that this is a very heavily multi threaded benchmark, meaning if you ran it on a server with 100 cores, it would use all of them.In #7, This processor is head to head with the 6 core Xeon, which had been heavily overclocked from it's default of 2.67 GHZ. with the 6700k at stock (and only 4 cores)Overclocked, the 6700k beats the also overclocked hexa core Xeon.The overclocked 6700k also comes quite close to the E5620's in #5, which are TWO quad core processors.One quad core coming close to the performance of two (overclocked) quad cores.Pretty impressive.My current specs:ASUS Maximus VIII Herom.2 Samsung 850 Evo 500GB SSDi7 6700kCorsair Dominator Platinum DDR4 16GB 2400MHZ RAMCorsair AX1200 1200w PSURadeon R9 295X2

","Reviewed in the United States on March 17, 2019"
41,"
Great entry Intel CPU - Runs Hot, Costs More
","

  Put this on my wishlist years ago when Intel was still the front runner on cpus and bought a supporting mother board early on in my planning. This locked me into the Intel chipset when I finally bought it this year. While it does great while multitasking - under load it does run hot and having to buy your own cooling unit is a huge downside. If you are looking for cpus in 2020 I would do more research into AMD as they are going toe to toe with Intel now for a much better price point.

","Reviewed in the United States on May 29, 2019"
42,"
Overclocked to stable all cores to 4.7ghz without even increasing voltages
","

  Rather impressed with this chip, it could be a lucky bin for us but I was impressed by the overclocking headroom afforded by this chip. Runs at about 70c at load in 4.7ghz w/ a coolermaster upright aircooler + 240mm fan at 1.4v

","Reviewed in the United States on November 6, 2015"
43,"
I ran my i7-920 for 7 years. That hand-me-down ...
","

  I ran my i7-920 for 7 years. That hand-me-down system is still going strong now at nearly 9 years and dominates anything asked of it. My newer replacement system running this i7-6700k gives every appearance that it is living up to the same pedigree. It's a shame there are still only 4 cores, though.

","Reviewed in the United States on December 29, 2019"
44,"
Beware of “New” CPU
","

  If I could give 0 stars I would. I didn’t even try out the processor because as soon as I unpackaged the shipping box, it was obvious I had been resold a used product that was advertised as “new”. Thermal paste residue and already broken factory seal.

","Reviewed in the United States on December 21, 2018"
45,"
nice upgrade
","

  I had Z170 gaming motherboard with i3 6100 CPU. Decided to buy this CPU instead of going for new generation CPU and buying new mobo. For now, CPU works perfectly.

","Reviewed in the United States on June 14, 2017"
46,"
Quality and a Beast of Processing Power
","

  Brilliant product form Intel again. Runs so smoothly on my Asus Z170 Deluxe mobo. The configurable parameters available allow you to specify many specific operating regions. The CPU does not need to be clocked full all the time, it is very efficient w.r.t energy, you never notice any lagging on the PC even with gaming when you let the CPU adjust the performance and speed as required.New chips were a bit interesting during installation as they do not have pins anymore. The power usage for my Asus Z170 Deluxe, Intel i7 6700k and RX 480 operate in normal conditions at approximately 240 watts. So much for having a 850+ Watt PSU these days.

","Reviewed in the United States on October 12, 2019"
47,"
Worth more than every penny!
","

  I purchased this CPU as it was the correct one for me based on my wanting the most powerful Intel CPU at the time that supports all of the modern functions like USB 3.1 etc. the product itself is amazing, performance is great!  I'm a streamer so my CPUs get tested quite severely and this one does an amazing job rendering max settings at very high stream quality on the most graphics intensive games. The only gripe I have is that I ended up having to pay around $150 more than its actual Intel set price due to extremely limited availability and a time crunch not allowing for me to wait for a better price. I will not however drop any stars due to that however as that has nothing to do with the product itself and is simply natural market forces. Can't complain.

","Reviewed in the United States on November 9, 2020"
48,"
its intel for me now
","

  This is the second time owning a intel core processor. I have always been an AMD man myself. Well I can say now that I will never buy AMD processors until they get to the power of the intel. This is a true beast with games and daily use. Very powerful chip. Now I still like AMD but maybe for computers without gaming. They are still great chips and cheap.

","Reviewed in the United States on October 27, 2016"
49,"
Easier to install than imagined
","

  Wanted to boost my pc's performance a bit. I figured this would be a cheaper alternative than replacing my entire pc. Easy to install, and noticeable difference in performance. worth the price if your at this current generation of cpu (theres obviously much better, faster, and cheaper cpu's that fit more modern/recent platforms)

","Reviewed in the United States on January 18, 2016"
50,"
Great for a workstation setup
","

  Works great in a workstation setup. Meets the heavy demands of a workstation computer, I know that fantasy game players like to overclock these chips, and get them red hot. But this runs at stock settings, and is cool, fast. and stable. A great quad core for the workstation.

","Reviewed in the United States on March 17, 2019"
51,"
i think it is a bit pricey at $330  but overall a good buy
","

  I do not push my build as i am not a gamer - for web developing i run many tasks simultaneously often exceeding 30 windows, with adobe photoshop, illustrator - I managed to reach 52 celsius momentarily which is good considering i have an issue with the cooler i selected

","Reviewed in the United States on May 29, 2019"
52,"
Retail processor great product but pricey
","

  Not much to review its a retail packaged processor .Works as well intended, would recommend at least a cryorig h7 air cooler with this processor.Runs around 28c(idle)-60c(gaming for a while) but never really goes higher. a AIO liquid cooler will lower the temps if your case has the roomPairs nicely with the z170 chipset , beware though of some heat sinks can bent the cpu with too much tighten on the cooler

","Reviewed in the United States on May 8, 2016"
53,"
i was using AMD from 2003 to today i am very happy with the intel i'm not saying i would never ...
","

  This was my first Intel Build ever! i was using AMD from 2003 to today i am very happy with the intel i'm not saying i would never use a amd again just saying i am happy with what i got

","Reviewed in the United States on October 14, 2016"
54,"
Great Cpu
","

  I love this cpu. Second build and it is a beast. Temps with liquid cooling are stable between 27-35f while playing rainbow 6 and anthem.

","Reviewed in the United States on May 31, 2016"
55,"
Great Processor!!
","

  Okay so I have had this processor in my new rig for over a month now.  It is quite fast.  It has exceeded all of my expectations and handles everything I have thrown at it so far.  I have it installed on a Gigabyte GA-Z170X-Gaming 7 Motherboard with 32 gigs of ram.  I have not overclocked yet because I have not needed to.  I will update this post if something ""wonky"" happens, but so far so good.

","Reviewed in the United States on May 21, 2017"
56,"
Good quality
","

  Im happy with this CPU, it can definitely run a little warm, but I matched mine with a Kraken AIO cooler and the temps are just fine, mine is overclocked about 7ish percent,  and it runs great.

","Reviewed in the United States on June 6, 2019"
57,"
Works. Overclocks easy.
","

  Works. Overclocks easy.I ran the overclocking tuner on my Asus Z170l ITX mobo and it set it to 4.6Ghz. Runs stable.Intel i7 6700k overclocked @ 4.6GhzCorsair H100i V2Asus Z170l ITX moboKingston HyperX Savage 16GB Kit (8x2)MSI 1070 Sea Hawk XSeasonic 750W Prime

","Reviewed in the United States on May 30, 2016"
58,"
Very pleased with my purchase
","

  I'd been holding onto my i7-920 Nehalem for a while waiting for Skylake to debut. Very pleased with my purchase. Blue > Red. I've been INTC user since 2007 and haven't looked back since. I hope AMD ups their game but as of now Intel rules the PC enthusiast market.Runs surprisingly cool. Low power usage. Great piece of engineering.

","Reviewed in the United States on April 21, 2020"
59,"
Great, but could cost a little less.
","

  Love it, but wish it was cheaper considering the price isn’t much less than 7700K. Unfortunately the 7700K is always out of stock when I looked to buy it.Don’t get me wrong this CPU is great and can handle a lot. Just wasn’t my first pick.

","Reviewed in the United States on November 4, 2016"
60,"
Fast and Runs Cool
","

  Lots of detailed reviews available on this CPU so I won't bother duplicating them here. So far, I have no complaints - especially since it's paired with M.2 Samsung 950 - fast!

","Reviewed in the United States on March 17, 2019"
61,"
Great!
","

  My son built his computer 2 year ago and I leave reviews after I use things for awhile...still working well...

","Reviewed in the United States on May 29, 2019"
62,"
Great processor
","

  It does as it should. I just recently upgraded from the i5 3570k, I wish it was more of an upgrade but the i5 3570k started bottle necking for me. So I had to go up. Great processor and has overclocking potential. However I haven't even started to mess with it yet as it heeds almost 0 performance for gaming.

","Reviewed in the United States on June 13, 2016"
63,"
A reliable CPU
","

  I bought this CPU a couple of years ago and it has been working great since then. Intel is a reliable company.

","Reviewed in the United States on August 14, 2019"
64,"
It's a decent processor.
","

  At the time I bought it a couple years ago it was a great one for the price point. There's a lot of competition now. Some of those might be better for price to processing power.

","Reviewed in the United States on September 8, 2016"
65,"
Gaming PC??!! Look no further!
","

  Gamers look no further! I7 quad core processor will be more than enough muscle for any and all modern games, and probably leave your gaming rig sitting pretty years of games considering that games are much more gpu dependent. This is a super smart and solid option for gamers because of its high speed (4.2 turbo boosted) and unlocked allows you to squeeze even more free performance out of it. Quad cores also allow worry free gaming performance while still being able to run other programs and not take a hit in performance when your computer is under a heavy workload!

","Reviewed in the United States on September 10, 2019"
66,"
Works well for my purposes!
","

  I purchased this CPU to upgrade my computer to play more newly released games and its work well so far, it is a bit pricey though.

","Reviewed in the United States on March 18, 2019"
67,"
Fast and easy to overclock
","

  Extremely quick fast and easy to overclock - would buy again.ASUS Z170-A ATX DDR4 MotherboardIntel Core i7 6700K 4.00 GHz Unlocked Quad CoreCorsair Hydro Series H100i v2 Extreme Performance Liquid CPU CoolerCorsair LPX 32GB DRAM 3000MHz C15 Memory KitEVGA GeForce GT 740 4GB GDDR5 Dual DVI mHDMI

","Reviewed in the United States on September 21, 2015"
68,"
Awesome, yet pricy.
","

  Great performer, not locked to windows 10 like Kaby Lake is. A bit expensive, but whatever... Got 4.4ghz with a corsair 120mm AIO @1.2ish volts @60-70 'c under benchmark load. Scores 980 on cinebench, solid 1500 on hwbot. Would be 5 stars, but the price.

","Reviewed in the United States on January 29, 2020"
69,"
You really can't go wrong with this CPU
","

  Seriously, this is one hell of a fast processor. Anyone buying an i7 should know that this processor will literally do anything you can throw at it. With the exception of the HEDT processors, this is the go to i7 that everyone should consider before actually moving to the HEDT product line (High-End Processor Line). Please note that the i7-6700K is still a relatively hot chip, especially compared to it's smaller sibling, the i5-6600K. Keep that in mind when you observe the temperatures because the i7-6700K is seeing temperatures about 15C higher than the i5-6600K.

","Reviewed in the United States on December 18, 2016"
70,"
I love it!
","

  OMG I love this thing. It is worth the money. It shaved 10 seconds off my boot time. I have msi nivida gtx 960. And by going from an i5 to an i7. It unbottle neck my GPU. So now i get a steady frame rate.

","Reviewed in the United States on March 17, 2019"
